[6195] \Global\Thug\MasterSpawn
[6201] \Global\Thug\MasterSpawn\Actions\ScriptObjectives\GetOutOfVehicle\GetOutOfVehicle
[6202] \Global\Thug\MasterSpawn\Actions\ScriptObjectives\GetOutOfVehicle\GetOutOfVehicle\ExitVehicle\ExitBike
[6203] \Global\Thug\MasterSpawn\Actions\ScriptObjectives\GetOutOfVehicle\GetOutOfVehicle\ExitVehicle\ExitVehicle
[6207] \Global\Thug\MasterSpawn\Actions\ScriptObjectives\GetOutOfVehicle\GetOutOfVehicle\ExitVehicle\ExitVehicle\EndExit
[6206] \Global\Thug\MasterSpawn\Actions\ScriptObjectives\GetOutOfVehicle\GetOutOfVehicle\ExitVehicle\ExitVehicle\TakeCoverOnDoor\FoundCover
[6204] \Global\Thug\MasterSpawn\Actions\ScriptObjectives\GetOutOfVehicle\GetOutOfVehicle\ExitVehicle\ExitVehicle\TakeCoverOnDoor\SearchForCover
[6205] \Global\Thug\MasterSpawn\Actions\ScriptObjectives\GetOutOfVehicle\GetOutOfVehicle\ExitVehicle\ExitVehicle\TakeCoverOnDoor\SearchForCover\CoverSearch
[6208] \Global\Thug\MasterSpawn\Actions\ScriptObjectives\GetOutOfVehicle\GetOutOfVehicle\ExitVehicle\InvalidVehicle
[6199] \Global\Thug\MasterSpawn\Actions\ScriptObjectives\UsePOINoInterrupt
[8349] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Initiator\ChallengeAnim
[8357] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Initiator\FailCases\TargetLost
[8356] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Initiator\FailCases\TimedOut
[8350] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Initiator\IssueChallenge
[8351] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Initiator\IssueChallenge\RequestEffect
[8352] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Initiator\IssueChallenge\Response
[8353] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Initiator\IssueChallenge\Response\SuccessOrFail
[8354] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Initiator\IssueChallenge\Response\SuccessOrFail\Fail
[8355] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Initiator\IssueChallenge\Response\SuccessOrFail\Success
[8358] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Receiver\CombatFastTalk
[8359] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Receiver\CombatFastTalk\SendStimulusOrFail
[8362] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Receiver\CombatFastTalk\SendStimulusOrFail\Fail
[8360] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Receiver\CombatFastTalk\SendStimulusOrFail\SendStimulus
[8361] \Global\Thug\MasterSpawn\Actions\SocialLogic\CombatFastTalk\Receiver\CombatFastTalk\SendStimulusOrFail\SendStimulus\Success
[8382] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller
[8411] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\ConfirmationDialog
[8433] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\FailCases\ChargeTimedOut
[8434] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\FailCases\TargetNotDoingSocial
[8426] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Interaction
[8432] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Interaction\Done
[8431] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Interaction\Play
[8429] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Interaction\Prep\RequestDefault
[8428] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Interaction\Prep\RequestGestures
[8427] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Interaction\Prep\RequestUI
[8430] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Interaction\Prep\SignalReadyAndWaitForTarget
[8425] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\SendStimulusAndWait
[8423] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\Setup\Setup
[8424] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\Setup\Setup\Utility\DropWeapon
[8422] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\Setup\TurnToFace
[8412] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\interactionPoint
[8413] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\interactionPoint\Search
[8420] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\interactionPoint\Search\Failed
[8414] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\interactionPoint\Search\Pathfind\ToInteractionPoint
[8415] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\interactionPoint\Search\Pathfind\ToInteractionPoint\Pathfind\Jog
[8416] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\interactionPoint\Search\Pathfind\ToInteractionPoint\Pathfind\Strafe
[8419] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\interactionPoint\Search\Pathfind\ToInteractionPoint\TimedOut
[8417] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\interactionPoint\Search\Pathfind\ToInteractionPoint\WaitForStop
[8418] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\interactionPoint\Search\Pathfind\ToInteractionPoint\WaitForStop\Successful
[8421] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Charge\Requested\interactionPoint\Waiting\Abort
[8407] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\FailCases\GreetIgnored
[8408] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\FailCases\GreetIgnored\HoldUntilReceiverAnimFinished
[8409] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\FailCases\GreetIgnored\HoldUntilReceiverAnimFinished\ReceiverAnimPlaying
[8410] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\FailCases\GreetIgnored\HoldUntilReceiverAnimFinished\ReceiverAnimPlaying\ReceiverAnimDone
[8406] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\FailCases\GreetTimedOut
[8396] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Interaction
[8405] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Interaction\Done
[8400] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Interaction\FastTalk
[8401] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Interaction\FastTalk\Respond
[8402] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Interaction\FastTalk\Respond\SendStimulusOrFail
[8404] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Interaction\FastTalk\Respond\SendStimulusOrFail\Fail
[8403] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Interaction\FastTalk\Respond\SendStimulusOrFail\SendStimulus
[8399] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Interaction\Play
[8397] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Interaction\Prep\RequestGestures
[8398] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Interaction\Prep\SignalReadyAndWaitForTarget
[8395] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Requested\SendStimulusAndWait
[8394] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Requested\Setup\Setup
[8393] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Requested\Setup\TurnToFace
[8383] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Requested\interactionPoint
[8384] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Requested\interactionPoint\Search
[8391] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Requested\interactionPoint\Search\Failed
[8385] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Requested\interactionPoint\Search\Pathfind\ToInteractionPoint
[8386] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Requested\interactionPoint\Search\Pathfind\ToInteractionPoint\Pathfind\Jog
[8387] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Requested\interactionPoint\Search\Pathfind\ToInteractionPoint\Pathfind\Strafe
[8390] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Requested\interactionPoint\Search\Pathfind\ToInteractionPoint\TimedOut
[8388] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Requested\interactionPoint\Search\Pathfind\ToInteractionPoint\WaitForStop
[8389] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Requested\interactionPoint\Search\Pathfind\ToInteractionPoint\WaitForStop\Successful
[8392] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Interactions\Controller\States\Greet\Requested\interactionPoint\Waiting\Abort
[8380] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Waiting\CannotSocial
[8381] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Waiting\ForInteraction
[8379] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\Waiting\NoSocialTarget
[8378] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\CHARGE_HAPPENED
[8377] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\CHARGE_INTERACTION_COMPLETE
[8376] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\CHARGE_INTERACTION_IN_PROGRESS
[8375] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\CHARGE_INTERACTION_STARTED
[8374] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\GREET_INTERACTION_COMPLETE
[8373] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\GREET_INTERACTION_IN_PROGRESS
[8372] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\GREET_INTERACTION_STARTED
[8371] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\NEED_CHARGE_DEFAULT
[8369] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\NEED_CHARGE_GESTURES
[8370] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\NEED_CHARGE_UI
[8368] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\NEED_GREET_GESTURES
[8363] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\SOCIABLE_CONDITIONS
[8367] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\SOCIAL_BUTTON_PRESSED
[8366] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\SOCIAL_TARGET_NEEDS_CHARGE
[8365] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\SOCIAL_TARGET_NEEDS_GREET
[8364] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Initiator\_SharedConditions\SOCIAL_TARGET_VALID
[8450] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller
[8478] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Charge\FailCases\ChargeTargetLost
[8477] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Charge\FailCases\ChargeTimedOut
[8469] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Charge\Happened\SetStateAndWaitForTarget
[8467] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Charge\Happened\Setup
[8468] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Charge\Happened\Setup\EnableSocialEvalHack
[8470] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Charge\Interaction
[8476] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Charge\Interaction\Done
[8475] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Charge\Interaction\Play
[8473] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Charge\Interaction\Prep\RequestDefault
[8472] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Charge\Interaction\Prep\RequestGestures
[8471] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Charge\Interaction\Prep\RequestUI
[8474] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Charge\Interaction\Prep\WaitForTarget
[8466] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\FailCases\GreetTargetLost
[8465] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\FailCases\GreetTimedOut
[8453] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Happened\SetStateAndWaitForTarget
[8451] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Happened\Setup
[8452] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Happened\Setup\EnableSocialEvalHack
[8454] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Interaction
[8464] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Interaction\Done
[8458] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Interaction\FastTalk
[8459] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Interaction\FastTalk\RequestEffect
[8460] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Interaction\FastTalk\Response
[8461] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Interaction\FastTalk\Response\SuccessOrFail
[8463] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Interaction\FastTalk\Response\SuccessOrFail\Fail
[8462] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Interaction\FastTalk\Response\SuccessOrFail\Success
[8457] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Interaction\Play
[8455] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Interaction\Prep\RequestGestures
[8456] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\Controller\States\Greet\Interaction\Prep\WaitForTarget
[8442] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\CHARGE_HAPPENED
[8447] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\CHARGE_INTERACTION_SHOULD_COMPLETE
[8437] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\GREET_HAPPENED
[8440] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\GREET_INTERACTION_SHOULD_COMPLETE
[8449] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\IS_TAXI
[8441] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\NEED_CHARGE
[8446] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\NEED_CHARGE_DEFAULT
[8444] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\NEED_CHARGE_GESTURES
[8445] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\NEED_CHARGE_UI
[8436] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\NEED_GREET
[8439] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\NEED_GREET_GESTURES
[8435] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\SOCIAL_TARGET_VALID
[8448] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\TARGET_READY
[8443] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\TARGET_READY_FOR_CHARGE_INTERACTION
[8438] \Global\Thug\MasterSpawn\Actions\SocialLogic\Conversation\Receiver\_SharedConditions\TARGET_READY_FOR_GREET_INTERACTION
[8502] \Global\Thug\MasterSpawn\Actions\SprinterReaction\AvoidSprinter
[8480] \Global\Thug\MasterSpawn\Actions\StowWeapon
[8482] \Global\Thug\MasterSpawn\Actions\Umbrella\Use\Closed\Open
[8481] \Global\Thug\MasterSpawn\Actions\Umbrella\Use\Open\Close
[8275] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\DriverBike\EMPed
[8278] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\DriverBike\Exit
[8276] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\DriverBike\Spawner
[8277] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\DriverBike\Spawner\RangedAttack\SpawnRangedAttack
[8279] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Driver\EMPed
[8283] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Driver\Exit
[8280] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Driver\Spawner
[8281] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Driver\Spawner\RangedAttack\RangedAttackBoat\SpawnRangedAttack
[8282] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Driver\Spawner\RangedAttack\SpawnRangedAttack
[8261] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\ExitVehicleOnFire\ExitBike
[8262] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\ExitVehicleOnFire\ExitVehicle
[8263] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\ExitVehicleOnFire\ExitVehicle\EndExit
[8264] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\ExitVehicleOnFire\InvalidVehicle
[8268] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Passenger1\Idle
[8265] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Passenger1\Spawner
[8266] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Passenger1\Spawner\RangedAttack\RangedAttackBoat\SpawnRangedAttack
[8267] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Passenger1\Spawner\RangedAttack\SpawnRangedAttack
[8269] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Passenger2\Spawner
[8271] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Passenger2\Spawner\RangedAttack\FacingFront
[8270] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Passenger2\Spawner\RangedAttack\FacingRear
[8272] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Passenger3\Spawner
[8274] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Passenger3\Spawner\RangedAttack\FacingFront
[8273] \Global\Thug\MasterSpawn\Actions\VehicleOccupantBehaviour\Passenger3\Spawner\RangedAttack\FacingRear
[8523] \Global\Thug\MasterSpawn\Actions\Wander\Carjack\AssignTarget
[8524] \Global\Thug\MasterSpawn\Actions\Wander\Carjack\AutoStartObjective
[8525] \Global\Thug\MasterSpawn\Actions\Wander\Carjack\ClearObjective
[8505] \Global\Thug\MasterSpawn\Actions\Wander\Cellphone\DoNothing
